上市公司代码_Comcd,最新公司全称_Lcomnm,截止日期_Enddt,报表类型_Reporttype,每股净资产(元/股)_NAPS,净资产收益率(摊薄)(%)_ROE,资产报酬率(%)_ROAEBIT,投入资本回报率(%)_ROIC,成本费用利润率(%)_Totprfcostrt,营业利润率(%)_Opeprfrt
C300072,北京三聚环保新材料股份有限公司,41729,Q1,3.0145,2.0173,1.7149,1.6023,18.7803,15.1887
C300072,北京三聚环保新材料股份有限公司,41820,Q2,3.2664,11.0208,7.3211,7.752,30.1714,22.7095
C300072,北京三聚环保新材料股份有限公司,41912,Q3,3.5502,15.5251,11.0295,11.6976,23.6123,18.3674
C300072,北京三聚环保新材料股份有限公司,42004,Q4,3.8006,20.7858,14.3788,15.6431,20.1921,16.2047
C300072,北京三聚环保新材料股份有限公司,42094,Q1,4.0145,5.0111,3.2609,3.5681,21.3523,17.2505
C300072,北京三聚环保新材料股份有限公司,42185,Q2,3.4752,17.5247,9.2887,11.1504,28.0804,21.0255
C300072,北京三聚环保新材料股份有限公司,42277,Q3,5.7226,13.1118,11.3949,13.1553,23.1381,17.853
C300072,北京三聚环保新材料股份有限公司,42369,Q4,6.035,17.4716,15.6884,19.1779,21.3843,16.786
C300072,北京三聚环保新材料股份有限公司,42460,Q1,6.1579,4.1354,2.82,3.7147,15.9881,12.9942
C300072,北京三聚环保新材料股份有限公司,42551,Q2,4.5481,14.8269,8.7016,11.7194,19.837,16.0276
C300072,北京三聚环保新材料股份有限公司,42643,Q3,4.9051,20.7439,13.2104,18.5283,16.5955,13.776
C300072,北京三聚环保新材料股份有限公司,42735,Q4,5.251,25.7569,15.7901,22.3614,12.4769,10.762
C300072,北京三聚环保新材料股份有限公司,42825,Q1,5.725,6.3803,3.6088,5.1331,10.7647,9.559
C300072,北京三聚环保新材料股份有限公司,42916,Q2,4.1287,16.2818,8.7335,12.1516,14.0368,12.0409
C300072,北京三聚环保新材料股份有限公司,43008,Q3,4.5648,24.1704,13.4771,19.3825,16.0605,12.8502
C300072,北京三聚环保新材料股份有限公司,43100,Q4,4.8653,28.8642,15.6863,23.9915,15.3409,12.5894
C300072,北京三聚环保新材料股份有限公司,43190,Q1,5.2008,6.3132,3.1986,4.5805,20.2937,16.5412
C300072,北京三聚环保新材料股份有限公司,43281,Q2,5.5387,12.1242,6.4236,9.1031,17.3421,14.3461
C300072,北京三聚环保新材料股份有限公司,43373,Q3,4.1945,12.6139,7.6818,10.6107,14.3509,12.0396
C300072,北京三聚环保新材料股份有限公司,43465,Q4,3.9203,5.486,4.326,6.3007,5.0382,4.4223
C300072,北京三聚环保新材料股份有限公司,43555,Q1,3.9262,0.1137,0.5999,0.7034,1.4275,1.4443
C300073,北京当升材料科技股份有限公司,40999,Q1,5.16,-0.3668,-0.4319,-0.4472,-2.0706,-2.1673
C300073,北京当升材料科技股份有限公司,41090,Q2,5.19,0.26,-0.0601,-0.0514,0.8491,0.4554
C300073,北京当升材料科技股份有限公司,41182,Q3,5.22,0.6711,0.2194,0.1965,1.4003,1.0888
C300073,北京当升材料科技股份有限公司,41274,Q4,5.2739,1.76,1.1212,1.0868,2.6883,0.544
C300073,北京当升材料科技股份有限公司,41364,Q1,5.2576,-0.31,-0.3291,-0.3815,-2.1575,-2.2293
C300073,北京当升材料科技股份有限公司,41455,Q2,5.2883,0.273,0.098,0.0921,0.9363,0.5305
C300073,北京当升材料科技股份有限公司,41547,Q3,5.2541,0.57,0.4952,0.4884,1.2478,0.7419
C300073,北京当升材料科技股份有限公司,41639,Q4,5.2845,1.1476,0.7956,0.8539,1.6644,0.3687
C300073,北京当升材料科技股份有限公司,41729,Q1,5.2721,-0.2363,-0.1786,-0.2047,-1.6035,-2.8552
C300073,北京当升材料科技股份有限公司,41820,Q2,5.2815,0.2257,0.3063,0.2953,0.7643,-2.1249
C300073,北京当升材料科技股份有限公司,41912,Q3,5.2732,0.0696,0.154,0.1549,0.1431,-2.281
C300073,北京当升材料科技股份有限公司,42004,Q4,5.1096,-3.1305,-2.7626,-2.9233,-4.3338,-6.9795
C300073,北京当升材料科技股份有限公司,42094,Q1,5.0861,-0.4748,-0.3632,-0.4351,-2.4382,-3.7358
C300073,北京当升材料科技股份有限公司,42185,Q2,5.1156,0.117,0.1199,0.116,0.3486,-0.6627
C300073,北京当升材料科技股份有限公司,42277,Q3,6.7017,0.1549,0.2317,0.1467,0.6823,-0.1644
C300073,北京当升材料科技股份有限公司,42369,Q4,6.7832,1.0697,1.0427,1.2459,1.6483,0.6544
C300073,北京当升材料科技股份有限公司,42460,Q1,6.8693,1.2528,0.9723,1.2262,7.7177,6.1453
C300073,北京当升材料科技股份有限公司,42551,Q2,6.9829,2.8578,2.2603,2.8411,7.5587,6.3483
C300073,北京当升材料科技股份有限公司,42643,Q3,7.126,4.8086,3.8398,4.7558,8.1183,6.8875
C300073,北京当升材料科技股份有限公司,42735,Q4,7.326,7.4045,5.7041,7.0208,8.7437,7.0849
C300073,北京当升材料科技股份有限公司,42825,Q1,7.4333,1.4435,1.2513,1.4625,7.8779,6.6932
C300073,北京当升材料科技股份有限公司,42916,Q2,4.0692,9.7291,7.4167,8.5802,22.7463,20.3328
C300073,北京当升材料科技股份有限公司,43008,Q3,4.2971,11.655,9.505,11.1999,16.5313,14.5711
C300073,北京当升材料科技股份有限公司,43100,Q4,4.3258,15.7984,12.6828,14.8811,14.9338,13.6038
C300073,北京当升材料科技股份有限公司,43190,Q1,8.4635,1.2613,1.6314,1.8647,7.3502,6.828
C300073,北京当升材料科技股份有限公司,43281,Q2,7.1291,3.6233,3.3408,3.9689,8.7828,8.0337
C300073,北京当升材料科技股份有限公司,43373,Q3,7.3369,6.4083,6.0648,7.1798,11.2082,9.6144
C300073,北京当升材料科技股份有限公司,43465,Q4,7.5596,9.5765,10.2344,11.7234,13.2382,11.2247
C300073,北京当升材料科技股份有限公司,43555,Q1,7.7063,1.9044,1.7224,1.882,13.4443,11.3704
C300079,北京数码视讯科技股份有限公司,40999,Q1,10.36,1.4226,0.9871,0.947,86.2862,35.2001
C300079,北京数码视讯科技股份有限公司,41090,Q2,6.95,3.9511,2.7774,2.6521,88.8177,39.7569
C300079,北京数码视讯科技股份有限公司,41182,Q3,7.22,7.3643,5.9369,5.6994,102.1718,43.2848
C300079,北京数码视讯科技股份有限公司,41274,Q4,7.5207,10.59,9.0025,8.6265,103.6923,43.3633
C300079,北京数码视讯科技股份有限公司,41364,Q1,7.6324,1.3,0.7485,0.7261,66.8174,25.3098
C300079,北京数码视讯科技股份有限公司,41455,Q2,7.6235,2.6409,1.7613,1.7268,65.8489,25.4742
C300079,北京数码视讯科技股份有限公司,41547,Q3,7.8405,4.7844,3.2407,3.2021,77.7925,32.6174
C300079,北京数码视讯科技股份有限公司,41639,Q4,7.838,5.1252,3.8613,3.869,51.2164,22.0334
C300079,北京数码视讯科技股份有限公司,41729,Q1,7.9938,1.5284,0.9431,0.919,77.7332,32.6089
C300079,北京数码视讯科技股份有限公司,41820,Q2,4.0362,3.2972,2.2095,2.1473,68.9727,29.8768
C300079,北京数码视讯科技股份有限公司,41912,Q3,4.1775,5.7931,4.2047,4.244,75.8844,33.3008
C300079,北京数码视讯科技股份有限公司,42004,Q4,4.2038,6.2658,4.4993,4.7387,48.6686,22.4882
C300079,北京数码视讯科技股份有限公司,42094,Q1,4.2699,1.5061,1.0011,1.0947,32.7899,16.7385
C300079,北京数码视讯科技股份有限公司,42185,Q2,4.3473,3.6995,2.2734,2.6485,32.799,16.2061
C300079,北京数码视讯科技股份有限公司,42277,Q3,2.1976,4.5103,2.5927,3.0324,26.9692,12.4613
C300079,北京数码视讯科技股份有限公司,42369,Q4,2.3003,6.9057,5.0689,5.7716,26.814,13.1642
C300079,北京数码视讯科技股份有限公司,42460,Q1,2.3311,1.4555,1.2297,1.3774,26.7762,13.4291
C300079,北京数码视讯科技股份有限公司,42551,Q2,2.3939,3.0103,2.4095,2.7688,20.113,11.2816
C300079,北京数码视讯科技股份有限公司,42643,Q3,2.4487,4.2981,3.5873,4.0497,17.8229,9.9863
C300079,北京数码视讯科技股份有限公司,42735,Q4,2.5357,6.5688,5.8381,6.1382,20.8561,12.1151
C300079,北京数码视讯科技股份有限公司,42825,Q1,2.567,1.3776,1.0951,1.2223,23.3568,14.0867
C300079,北京数码视讯科技股份有限公司,42916,Q2,2.5476,1.683,0.9986,1.2512,9.4622,6.6224
C300079,北京数码视讯科技股份有限公司,43008,Q3,2.5894,2.3572,1.2842,1.6234,8.6432,6.2474
C300079,北京数码视讯科技股份有限公司,43100,Q4,2.548,1.0396,0.8617,0.7137,4.893,4.693
C300079,北京数码视讯科技股份有限公司,43190,Q1,2.557,1.4871,1.0366,1.242,23.2555,18.6801
C300079,北京数码视讯科技股份有限公司,43281,Q2,2.5063,1.7346,1.2585,1.4725,9.6969,8.4678
C300079,北京数码视讯科技股份有限公司,43373,Q3,2.5513,2.3002,1.6946,2.0826,9.6621,7.8058
C300079,北京数码视讯科技股份有限公司,43465,Q4,2.5752,2.2841,1.4628,1.7364,6.2559,5.2203
C300079,北京数码视讯科技股份有限公司,43555,Q1,2.5974,1.4354,1.0487,1.1822,22.2392,18.4571
C300139,北京晓程科技股份有限公司,40999,Q1,20.3,1.4529,1.3408,1.2418,36.9082,26.6686
C300139,北京晓程科技股份有限公司,41090,Q2,10.15,4.36,4.0463,3.8931,70.9357,40.6719
C300139,北京晓程科技股份有限公司,41182,Q3,10.39,6.4633,6.8226,6.3283,83.278,44.7054
C300139,北京晓程科技股份有限公司,41274,Q4,10.46,7.2554,6.6986,6.652,49.6743,31.5025
C300139,北京晓程科技股份有限公司,41364,Q1,10.6041,1.5126,1.4435,1.2864,40.2928,28.5303
C300139,北京晓程科技股份有限公司,41455,Q2,10.6313,3.7844,4.0025,3.4259,75.1661,42.4662
C300139,北京晓程科技股份有限公司,41547,Q3,10.8058,5.7752,5.5709,5.0855,90.509,47.2446
C300139,北京晓程科技股份有限公司,41639,Q4,10.7122,5.5711,4.2892,4.4118,38.6655,24.9818
C300139,北京晓程科技股份有限公司,41729,Q1,10.876,1.6128,1.0716,1.046,46.3898,31.4916
C300139,北京晓程科技股份有限公司,41820,Q2,10.9188,2.5959,1.8846,1.8477,63.5369,38.3336
C300139,北京晓程科技股份有限公司,41912,Q3,10.9155,3.6178,2.2549,2.1413,64.2564,38.2959
C300139,北京晓程科技股份有限公司,42004,Q4,11.1015,4.906,2.3478,2.386,39.9993,27.4488
C300139,北京晓程科技股份有限公司,42094,Q1,11.3483,2.4297,2.2284,2.0184,101.6581,58.4609
C300139,北京晓程科技股份有限公司,42185,Q2,4.5252,3.0556,2.1144,2.185,60.1277,39.1895
C300139,北京晓程科技股份有限公司,42277,Q3,4.7023,2.5473,1.0464,1.0864,34.8192,27.0664
C300139,北京晓程科技股份有限公司,42369,Q4,4.6278,2.7583,-0.7934,-0.9487,21.0721,16.5525
C300139,北京晓程科技股份有限公司,42460,Q1,4.6358,0.4653,0.244,0.1372,19.5304,15.7946
C300139,北京晓程科技股份有限公司,42551,Q2,4.6816,0.5694,-1.5172,-0.0619,9.1704,7.2118
C300139,北京晓程科技股份有限公司,42643,Q3,4.7231,1.1318,-1.7993,-0.3376,11.4022,9.5754
C300139,北京晓程科技股份有限公司,42735,Q4,4.7931,2.1309,1.8032,1.5233,17.9074,12.1709
C300139,北京晓程科技股份有限公司,42825,Q1,4.8005,0.5297,0.8671,0.4972,26.1383,17.7625
C300139,北京晓程科技股份有限公司,42916,Q2,4.7915,0.0614,1.0782,0.0665,12.9793,10.8495
C300139,北京晓程科技股份有限公司,43008,Q3,4.5966,-1.9981,0.0975,0.134,-10.569,-11.4303
C300139,北京晓程科技股份有限公司,43100,Q4,4.0573,-17.0958,-10.4642,-14.8179,-86.3051,-117.7835
C300139,北京晓程科技股份有限公司,43190,Q1,3.8902,-2.5386,-0.1262,-0.1583,-35.5923,-40.4338
C300139,北京晓程科技股份有限公司,43281,Q2,4.0856,0.1115,0.5108,1.0984,1.1473,1.1956
C300139,北京晓程科技股份有限公司,43373,Q3,4.2081,1.8952,-1.5494,-2.1573,18.3641,11.1498
C300139,北京晓程科技股份有限公司,43465,Q4,4.158,0.379,1.0793,-1.0604,-3.4442,-1.8952
C300139,北京晓程科技股份有限公司,43555,Q1,4.1231,0.0127,-0.0791,-0.0871,16.8973,13.7949
C300156,神雾环保技术股份有限公司,40999,Q1,9.52,0.9279,0.674,0.6544,31.9057,23.6079
C300156,神雾环保技术股份有限公司,41090,Q2,5.43,4.5431,3.997,4.0295,41.5324,29.5793
C300156,神雾环保技术股份有限公司,41182,Q3,5.52,5.8451,4.6661,4.9278,37.3048,26.6474
C300156,神雾环保技术股份有限公司,41274,Q4,5.52,6.0688,4.6553,5.2384,17.1772,13.9718
C300156,神雾环保技术股份有限公司,41364,Q1,5.5726,0.8921,0.4636,0.4938,20.1276,16.6911
C300156,神雾环保技术股份有限公司,41455,Q2,5.4704,1.785,1.6491,1.7825,19.7855,15.5335
C300156,神雾环保技术股份有限公司,41547,Q3,5.4128,0.7409,1.0425,0.8111,6.812,5.0159
C300156,神雾环保技术股份有限公司,41639,Q4,4.8461,-10.8662,-5.5772,-6.7455,-56.4389,-76.3795
C300156,神雾环保技术股份有限公司,41729,Q1,4.7951,-1.0639,-0.4156,-0.5269,-78.2506,-315.7712
C300156,神雾环保技术股份有限公司,41820,Q2,4.8623,0.3349,0.5885,0.5165,4.5906,5.9607
C300156,神雾环保技术股份有限公司,41912,Q3,4.8902,0.8968,0.9749,1.3807,8.1761,9.5687
C300156,神雾环保技术股份有限公司,42004,Q4,5.0078,2.0988,1.8203,2.405,6.5153,6.2115
C300156,神雾环保技术股份有限公司,42094,Q1,5.0302,0.4452,0.226,0.3676,4.8904,4.4574
C300156,神雾环保技术股份有限公司,42185,Q2,5.1157,2.0724,1.1286,1.8482,8.6209,7.6861
C300156,神雾环保技术股份有限公司,42277,Q3,4.1777,7.3395,5.0613,6.5536,21.1833,18.473
C300156,神雾环保技术股份有限公司,42369,Q4,4.3305,10.3576,7.2128,9.2635,19.8446,16.4303
C300156,神雾环保技术股份有限公司,42460,Q1,4.5735,5.3198,3.0287,4.2456,44.4883,35.5979
C300156,神雾环保技术股份有限公司,42551,Q2,2.0486,12.301,7.7734,10.0669,33.045,24.0215
C300156,神雾环保技术股份有限公司,42643,Q3,2.2448,19.8778,13.4768,17.3598,31.1481,23.2756
C300156,神雾环保技术股份有限公司,42735,Q4,2.4959,27.9959,21.0305,25.7308,34.7132,25.1149
C300156,神雾环保技术股份有限公司,42825,Q1,2.5964,3.8732,2.8849,3.1388,24.3392,19.0621
C300156,神雾环保技术股份有限公司,42916,Q2,2.7956,14.3364,9.1144,11.1954,31.3636,23.265
C300156,神雾环保技术股份有限公司,43008,Q3,2.8547,21.9901,10.4075,13.1842,28.9045,21.7066
C300156,神雾环保技术股份有限公司,43100,Q4,2.7523,12.988,7.7951,10.5598,18.2474,14.1754
C300156,神雾环保技术股份有限公司,43190,Q1,2.6938,-2.171,-0.3733,-0.6193,-48.8746,-91.3847
C300156,神雾环保技术股份有限公司,43281,Q2,2.5893,-6.2942,-1.3854,-2.2363,-79.0359,-199.2712
C300156,神雾环保技术股份有限公司,43373,Q3,2.5075,-9.7597,-2.1514,-3.4416,-115.5988,-263.6222
C300156,神雾环保技术股份有限公司,43465,Q4,1.2733,-116.1568,-20.1918,-37.3086,-439.6213,-2593.8887
C300156,神雾环保技术股份有限公司,43555,Q1,1.2261,-3.847,-0.2024,-0.3741,-79.3591,-358.5695
C300200,北京高盟新材料股份有限公司,40999,Q1,6.85,1.9595,1.7041,1.572,22.5325,17.9729
C300200,北京高盟新材料股份有限公司,41090,Q2,6.73,4.5633,4.1837,3.801,24.1446,17.5816
C300200,北京高盟新材料股份有限公司,41182,Q3,6.87,6.6394,6.1407,5.5571,23.3072,16.0996
C300200,北京高盟新材料股份有限公司,41274,Q4,6.97,7.949,7.3657,6.7839,19.1112,13.8988
C300200,北京高盟新材料股份有限公司,41364,Q1,7.0691,1.3638,1.1846,1.1187,12.1633,10.4881
C300200,北京高盟新材料股份有限公司,41455,Q2,3.3922,3.1199,2.7892,2.5893,13.4734,11.2612
C300200,北京高盟新材料股份有限公司,41547,Q3,3.4647,5.1472,4.9528,4.541,14.7437,12.3919
C300200,北京高盟新材料股份有限公司,41639,Q4,3.5193,6.6181,6.1023,5.7027,13.3083,11.3553
C300200,北京高盟新材料股份有限公司,41729,Q1,3.5646,1.272,1.1621,1.0774,11.0059,9.7575
C300200,北京高盟新材料股份有限公司,41820,Q2,3.4299,3.2258,3.3427,2.8255,13.7768,11.8308
C300200,北京高盟新材料股份有限公司,41912,Q3,3.4811,4.648,4.6042,4.0764,12.8371,11.1013
C300200,北京高盟新材料股份有限公司,42004,Q4,3.5482,6.4527,6.0783,5.7029,12.5432,10.8579
C300200,北京高盟新材料股份有限公司,42094,Q1,3.6015,1.4804,1.4851,1.3421,14.2934,12.1691
C300200,北京高盟新材料股份有限公司,42185,Q2,3.4758,3.6718,3.7655,3.4,16.5965,13.7444
C300200,北京高盟新材料股份有限公司,42277,Q3,3.5465,5.5914,5.4501,4.9077,17.0611,14.2793
C300200,北京高盟新材料股份有限公司,42369,Q4,3.5989,6.9642,6.7855,6.1305,15.5736,13.0038
C300200,北京高盟新材料股份有限公司,42460,Q1,3.6793,2.1874,2.4304,2.1521,22.5392,17.6912
C300200,北京高盟新材料股份有限公司,42551,Q2,3.5725,4.8619,4.968,4.505,23.682,18.3782
C300200,北京高盟新材料股份有限公司,42643,Q3,3.6416,6.6653,6.8457,6.3585,20.297,16.0376
C300200,北京高盟新材料股份有限公司,42735,Q4,3.665,7.2624,6.9918,6.5615,14.7845,12.1176
C300200,北京高盟新材料股份有限公司,42825,Q1,3.6867,0.5893,0.6826,0.6445,3.9795,3.5218
C300200,北京高盟新材料股份有限公司,42916,Q2,5.4853,1.2306,1.5107,1.6476,7.0838,6.0462
C300200,北京高盟新材料股份有限公司,43008,Q3,5.6015,3.2798,4.859,4.5198,11.1965,9.6252
C300200,北京高盟新材料股份有限公司,43100,Q4,5.584,2.9766,4.0398,3.7704,6.7931,5.8501
C300200,北京高盟新材料股份有限公司,43190,Q1,5.6675,1.474,1.8799,1.6911,12.6867,10.9959
C300200,北京高盟新材料股份有限公司,43281,Q2,5.528,2.6054,2.9863,2.5756,11.7351,9.9836
C300200,北京高盟新材料股份有限公司,43373,Q3,5.6395,4.5306,5.0671,4.4098,14.3229,11.3961
C300200,北京高盟新材料股份有限公司,43465,Q4,5.8196,5.5166,6.115,5.5596,13.0963,10.6219
C300200,北京高盟新材料股份有限公司,43555,Q1,5.8534,2.6715,3.0091,2.7558,27.1056,20.6905
C300204,舒泰神(北京)生物制药股份有限公司,40999,Q1,17.1,3.2472,2.9684,2.6728,177.9847,62.28
C300204,舒泰神(北京)生物制药股份有限公司,41090,Q2,8.7,7.81,7.8043,6.873,174.897,61.8945
C300204,舒泰神(北京)生物制药股份有限公司,41182,Q3,8.96,10.4816,10.5018,9.2933,81.7321,43.7904
C300204,舒泰神(北京)生物制药股份有限公司,41274,Q4,9.3,12.914,12.8583,11.691,55.442,34.8193
C300204,舒泰神(北京)生物制药股份有限公司,41364,Q1,9.6607,3.7186,3.6366,3.4006,46.7064,31.3671
C300204,舒泰神(北京)生物制药股份有限公司,41455,Q2,5.347,7.5112,7.1173,6.9911,37.2967,26.6349
C300204,舒泰神(北京)生物制药股份有限公司,41547,Q3,5.4233,8.8151,8.2343,8.0174,26.5296,19.6948
C300204,舒泰神(北京)生物制药股份有限公司,41639,Q4,5.4723,8.3389,7.4152,7.2121,17.3359,13.9455
C300204,舒泰神(北京)生物制药股份有限公司,41729,Q1,5.6211,2.6354,2.3556,2.3562,23.4659,19.5212
C300204,舒泰神(北京)生物制药股份有限公司,41820,Q2,5.7455,4.3793,3.872,3.8731,16.6269,14.0608
C300204,舒泰神(北京)生物制药股份有限公司,41912,Q3,6.0085,8.5652,7.9808,8.0161,22.4283,18.1769
C300204,舒泰神(北京)生物制药股份有限公司,42004,Q4,6.3068,12.895,12.5072,12.5348,25.8388,18.6267
C300204,舒泰神(北京)生物制药股份有限公司,42094,Q1,6.5172,3.2234,3.1636,2.9768,36.809,27.1187
C300204,舒泰神(北京)生物制药股份有限公司,42185,Q2,4.6156,7.0438,6.6227,6.5347,30.2017,23.4151
C300204,舒泰神(北京)生物制药股份有限公司,42277,Q3,4.8199,10.6839,10.0961,10.197,29.3469,22.855
C300204,舒泰神(北京)生物制药股份有限公司,42369,Q4,4.9065,12.6751,11.537,12.1397,24.4325,19.0704
C300204,舒泰神(北京)生物制药股份有限公司,42460,Q1,5.0545,3.1947,3.1836,3.0927,33.0443,25.0431
C300204,舒泰神(北京)生物制药股份有限公司,42551,Q2,3.616,6.8773,6.5073,6.6487,29.3299,22.8226
C300204,舒泰神(北京)生物制药股份有限公司,42643,Q3,3.797,11.2336,10.6154,11.2518,29.7964,23.1625
C300204,舒泰神(北京)生物制药股份有限公司,42735,Q4,3.9747,13.5253,13.0708,13.9366,26.277,21.0376
C300204,舒泰神(北京)生物制药股份有限公司,42825,Q1,4.1244,3.448,3.1904,3.4409,29.4524,23.3222
C300204,舒泰神(北京)生物制药股份有限公司,42916,Q2,4.0972,7.2769,6.7037,7.1847,28.4917,22.7764
C300204,舒泰神(北京)生物制药股份有限公司,43008,Q3,4.1398,11.3162,10.5255,11.2305,30.1725,23.777
C300204,舒泰神(北京)生物制药股份有限公司,43100,Q4,4.6239,11.905,11.8661,12.3517,27.0021,21.8097
C300204,舒泰神(北京)生物制药股份有限公司,43190,Q1,4.4604,2.6078,2.4729,2.492,30.5547,24.2893
C300204,舒泰神(北京)生物制药股份有限公司,43281,Q2,4.9312,4.1163,4.1776,4.1196,32.6234,25.9748
C300204,舒泰神(北京)生物制药股份有限公司,43373,Q3,5.0856,4.9011,5.1379,4.9786,31.3969,22.5745
C300204,舒泰神(北京)生物制药股份有限公司,43465,Q4,5.1559,5.4543,5.3844,5.5243,25.533,18.5734
C300204,舒泰神(北京)生物制药股份有限公司,43555,Q1,5.1344,1.1412,1.1946,1.1063,29.789,19.8613
C300213,北京佳讯飞鸿电气股份有限公司,40999,Q1,8.08,-1.3398,-1.4799,-1.5839,-17.0213,-27.232
C300213,北京佳讯飞鸿电气股份有限公司,41090,Q2,5.48,1.35,0.5559,0.6008,7.3413,3.7154
C300213,北京佳讯飞鸿电气股份有限公司,41182,Q3,5.51,1.785,0.912,1.0053,5.6905,1.6905
C300213,北京佳讯飞鸿电气股份有限公司,41274,Q4,5.6,2.5472,1.5442,1.678,5.5609,1.2673
C300213,北京佳讯飞鸿电气股份有限公司,41364,Q1,5.5933,-0.216,-0.3678,-0.3162,-2.4705,-5.5686
C300213,北京佳讯飞鸿电气股份有限公司,41455,Q2,5.6378,1.5476,1.3624,1.5776,8.9002,4.9708
C300213,北京佳讯飞鸿电气股份有限公司,41547,Q3,5.7605,3.5806,3.0948,3.6706,9.6353,6.004
C300213,北京佳讯飞鸿电气股份有限公司,41639,Q4,5.8781,5.7464,5.1608,6.2409,13.0843,7.2547
C300213,北京佳讯飞鸿电气股份有限公司,41729,Q1,5.9025,0.5315,0.4146,0.5468,3.8699,1.3817
C300213,北京佳讯飞鸿电气股份有限公司,41820,Q2,3.0023,3.0567,2.6353,3.3895,11.4743,8.1305
C300213,北京佳讯飞鸿电气股份有限公司,41912,Q3,3.1105,6.4037,5.621,7.0588,12.0502,8.9321
C300213,北京佳讯飞鸿电气股份有限公司,42004,Q4,3.5158,7.583,7.4874,9.4004,13.6777,10.3364
C300213,北京佳讯飞鸿电气股份有限公司,42094,Q1,3.5319,0.4554,0.2748,0.4655,2.2611,-0.7434
C300213,北京佳讯飞鸿电气股份有限公司,42185,Q2,3.535,3.3712,2.3673,3.411,8.4386,4.978
C300213,北京佳讯飞鸿电气股份有限公司,42277,Q3,3.636,6.0534,4.5417,6.0643,10.4906,7.2141
C300213,北京佳讯飞鸿电气股份有限公司,42369,Q4,3.4219,9.2847,7.2232,9.4226,11.4191,6.7283
C300213,北京佳讯飞鸿电气股份有限公司,42460,Q1,3.3809,0.5916,0.4197,0.6066,2.6512,-0.0285
C300213,北京佳讯飞鸿电气股份有限公司,42551,Q2,3.4239,4.7648,2.9796,3.8562,10.0183,7.0123
C300213,北京佳讯飞鸿电气股份有限公司,42643,Q3,3.5415,7.9287,4.9745,6.5572,11.7987,8.2191
C300213,北京佳讯飞鸿电气股份有限公司,42735,Q4,5.6167,6.395,6.5115,7.5612,13.1417,8.5155
C300213,北京佳讯飞鸿电气股份有限公司,42825,Q1,5.6374,0.3666,0.2583,0.3737,2.8138,-2.0584
C300213,北京佳讯飞鸿电气股份有限公司,42916,Q2,2.8157,2.0373,1.4658,1.7219,11.1788,5.3023
C300213,北京佳讯飞鸿电气股份有限公司,43008,Q3,3.1465,3.1168,2.7893,2.9626,13.9577,9.3415
C300213,北京佳讯飞鸿电气股份有限公司,43100,Q4,3.2438,6.0219,5.2998,5.9526,13.7016,11.4595
C300213,北京佳讯飞鸿电气股份有限公司,43190,Q1,3.2651,0.6472,0.5787,0.6459,6.5029,4.2649
C300213,北京佳讯飞鸿电气股份有限公司,43281,Q2,3.1693,2.645,1.9495,2.1122,13.3045,11.297
C300213,北京佳讯飞鸿电气股份有限公司,43373,Q3,3.1866,3.5553,3.0756,3.0965,15.9657,12.2198
C300213,北京佳讯飞鸿电气股份有限公司,43465,Q4,3.2669,6.6943,4.9259,5.7049,14.32,11.1495
C300213,北京佳讯飞鸿电气股份有限公司,43555,Q1,3.2435,0.3735,0.3899,0.3104,5.3604,1.774
C300223,北京君正集成电路股份有限公司,40999,Q1,13.71,1.2266,0.5103,0.5176,63.6181,16.7685
C300223,北京君正集成电路股份有限公司,41090,Q2,10.19,2.2894,0.9912,1.0021,52.2766,8.3334
C300223,北京君正集成电路股份有限公司,41182,Q3,10.35,3.7583,1.9841,1.8719,60.5862,14.6252
C300223,北京君正集成电路股份有限公司,41274,Q4,10.42,4.4182,2.0663,1.9288,52.1796,3.96
C300223,北京君正集成电路股份有限公司,41364,Q1,10.48,0.54,0.0209,0.0159,51.4168,26.2649
C300223,北京君正集成电路股份有限公司,41455,Q2,10.2199,0.9944,-0.1937,-0.1568,37.378,16.6786
C300223,北京君正集成电路股份有限公司,41547,Q3,10.3153,1.903,0.2801,0.2308,41.6261,20.416
C300223,北京君正集成电路股份有限公司,41639,Q4,10.3641,2.3722,0.0498,0.0453,34.1706,12.1616
C300223,北京君正集成电路股份有限公司,41729,Q1,10.3654,0.0121,-0.3926,-0.0295,2.683,-9.3115
C300223,北京君正集成电路股份有限公司,41820,Q2,10.2454,-0.1807,-1.1466,-1.5436,-4.955,-18.1513
C300223,北京君正集成电路股份有限公司,41912,Q3,10.2515,-0.1212,-1.5096,-2.746,-1.586,-14.4774
C300223,北京君正集成电路股份有限公司,42004,Q4,10.1675,-0.9485,-3.361,-2.6692,-18.0766,-31.3175
C300223,北京君正集成电路股份有限公司,42094,Q1,10.1444,-0.2269,-0.7046,-0.856,-11.2541,-25.1923
C300223,北京君正集成电路股份有限公司,42185,Q2,6.3572,0.0405,-1.0356,-0.6251,3.2902,-6.9982
C300223,北京君正集成电路股份有限公司,42277,Q3,6.5874,3.5325,2.4657,2.381,69.9531,-5.9183
C300223,北京君正集成电路股份有限公司,42369,Q4,6.5473,2.9417,2.3076,2.0377,39.4927,-18.3338
C300223,北京君正集成电路股份有限公司,42460,Q1,6.5272,-0.3081,-0.2589,-0.3515,-9.7306,-34.0607
C300223,北京君正集成电路股份有限公司,42551,Q2,6.536,0.2833,0.3216,0.2414,7.8264,-8.1492
